03-10-2015 12-56-59
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
4	11	0	76	0	0	3014.3595439547075
4	11	1	24	0	0	3014.3595439547075
9	12	0	76	0	0	3015.4241708202294
9	12	1	24	0	0	3015.4241708202294
6	14	0	80	0	0	3016.4608228283614
6	14	1	20	0	0	3016.4608228283614
10	14	0	85	0	0	3019.640398444919
10	14	1	15	0	0	3019.640398444919
14	7	0	79	0	0	3024.3990053901834
14	7	1	21	0	0	3024.3990053901834
7	2	0	80	0	0	3029.447111760569
7	2	1	20	0	0	3029.447111760569
1	8	0	81	0	0	3030.0097596615187
1	8	1	19	0	0	3030.0097596615187
10	13	0	78	0	0	3032.205069885596
10	13	1	22	0	0	3032.205069885596
4	12	0	78	0	0	3034.162028181225
4	12	1	22	0	0	3034.162028181225
12	11	0	84	0	0	3035.23452863694
12	11	1	16	0	0	3035.23452863694
12	4	0	82	0	0	3035.315509984834
12	4	1	18	0	0	3035.315509984834
10	6	0	80	0	0	3038.658040012014
10	6	1	20	0	0	3038.658040012014
8	12	0	82	0	0	3038.7687738594086
8	12	1	18	0	0	3038.7687738594086
3	2	0	81	0	0	3041.5356593387733
3	2	1	19	0	0	3041.5356593387733
8	9	0	79	0	0	3043.2294696252716
8	9	1	21	0	0	3043.2294696252716
13	1	0	81	0	0	3045.092692888126
13	1	1	19	0	0	3045.092692888126
9	13	0	80	0	0	3046.4591597705567
9	13	1	20	0	0	3046.4591597705567
6	4	0	89	0	0	3047.2820967016714
6	4	1	11	0	0	3047.2820967016714
9	6	0	79	0	0	3049.070671442912
9	6	1	21	0	0	3049.070671442912
8	5	0	82	0	0	3049.151842609501
8	5	1	18	1	1	3049.151842609501
10	2	0	77	0	0	3049.393375433239
10	2	1	23	0	0	3049.393375433239
2	11	0	88	0	0	3058.4451175364716
2	11	1	12	0	0	3058.4451175364716
14	9	0	72	0	0	3062.36006464173
14	9	1	28	0	0	3062.36006464173
5	13	0	81	0	0	3073.197987868666
5	13	1	19	0	0	3073.197987868666
12	1	0	84	0	0	3075.341700524179
12	1	1	16	0	0	3075.341700524179
8	3	0	75	0	0	3078.958915603211
8	3	1	25	0	0	3078.958915603211
7	8	0	79	0	0	3079.2933781226407
7	8	1	21	0	0	3079.2933781226407
9	3	0	84	0	0	3084.329083803623
9	3	1	16	0	0	3084.329083803623
7	13	0	78	0	0	3091.965924009265
7	13	1	22	0	0	3091.965924009265
8	1	0	80	0	0	3099.644336835219
8	1	1	20	0	0	3099.644336835219
3	10	0	79	0	0	3101.8918565397194
3	10	1	21	0	0	3101.8918565397194
13	12	0	80	0	0	3106.5595529210614
13	12	1	20	0	0	3106.5595529210614
4	9	0	81	0	0	3120.376597160109
4	9	1	19	0	0	3120.376597160109
8	14	0	75	0	0	3121.6880673297
8	14	1	25	0	0	3121.6880673297
6	3	0	82	0	0	3122.5981367251493
6	3	1	18	0	0	3122.5981367251493
11	10	0	82	0	0	3131.3801565094686
11	10	1	18	0	0	3131.3801565094686
12	2	0	85	0	0	3147.172163709043
12	2	1	15	0	0	3147.172163709043
4	3	0	86	0	0	3171.180198582167
4	3	1	14	0	0	3171.180198582167
11	12	0	76	0	0	3178.5779722612156
11	12	1	24	0	0	3178.5779722612156
3	11	0	79	0	0	3180.2846141537525
3	11	1	21	0	0	3180.2846141537525
7	12	0	84	0	0	3192.8169203335183
7	12	1	16	0	0	3192.8169203335183
10	1	0	80	0	0	3193.4075336370242
10	1	1	20	0	0	3193.4075336370242
12	13	0	81	0	0	3204.6149159591273
12	13	1	19	0	0	3204.6149159591273
5	10	0	76	0	0	3228.405183850206
5	10	1	24	0	0	3228.405183850206
4	8	0	78	0	0	3236.144481646647
4	8	1	22	0	0	3236.144481646647
4	13	0	80	0	0	3239.2437423994097
4	13	1	20	0	0	3239.2437423994097
9	1	0	78	0	0	3244.9866051989993
9	1	1	22	0	0	3244.9866051989993
1	7	0	80	0	0	3246.3424246872405
1	7	1	20	0	0	3246.3424246872405
14	2	0	83	0	0	3273.6236059685016
14	2	1	17	0	0	3273.6236059685016
6	13	0	84	0	0	3281.8181985383662
6	13	1	16	0	0	3281.8181985383662
6	1	0	84	0	0	3316.9167492843517
6	1	1	16	0	0	3316.9167492843517
1	3	0	80	0	0	3329.4654962739155
1	3	1	20	0	0	3329.4654962739155
6	11	0	77	0	0	3342.9086021605153
6	11	1	23	0	0	3342.9086021605153
5	1	0	76	0	0	3367.6290766316124
5	1	1	24	0	0	3367.6290766316124
12	3	0	84	0	0	3373.228167289936
12	3	1	16	0	0	3373.228167289936
1	4	0	83	0	0	3375.215887255817
1	4	1	17	0	0	3375.215887255817
13	14	0	80	0	0	3380.2735177896225
13	14	1	20	0	0	3380.2735177896225
3	12	0	80	0	0	3399.393464217236
3	12	1	20	0	0	3399.393464217236
2	13	0	79	0	0	3415.6558023534976
2	13	1	21	0	0	3415.6558023534976
3	6	0	83	0	0	3420.1774000580053
3	6	1	17	0	0	3420.1774000580053
2	3	0	72	0	0	3423.790929714991
2	3	1	28	0	0	3423.790929714991
11	6	0	77	0	0	3439.817542775317
11	6	1	23	0	0	3439.817542775317
13	7	0	85	0	0	3443.5054119421507
13	7	1	15	0	0	3443.5054119421507
11	8	0	80	0	0	3450.1180469543447
11	8	1	20	0	0	3450.1180469543447
12	14	0	79	0	0	3454.628899500022
12	14	1	21	0	0	3454.628899500022
10	12	0	82	0	0	3457.148767235341
10	12	1	18	0	0	3457.148767235341
10	4	0	77	0	0	3460.309131192638
10	4	1	23	0	0	3460.309131192638
10	7	0	91	0	0	3462.3383265877237
10	7	1	9	0	0	3462.3383265877237
13	9	0	82	0	0	3469.2655363794015
13	9	1	18	0	0	3469.2655363794015
2	6	0	83	0	0	3475.519207449363
2	6	1	17	0	0	3475.519207449363
5	12	0	78	0	0	3487.3842139089793
5	12	1	22	0	0	3487.3842139089793
12	7	0	81	0	0	3490.206743068449
12	7	1	19	0	0	3490.206743068449
5	8	0	81	0	0	3494.099925625563
5	8	1	19	0	0	3494.099925625563
1	14	0	84	0	0	3494.533108063324
1	14	1	16	0	0	3494.533108063324
4	2	0	80	0	0	3497.0207407099324
4	2	1	20	0	0	3497.0207407099324
3	1	0	80	0	0	3497.6348584203593
3	1	1	20	0	0	3497.6348584203593
6	7	0	80	0	0	3498.20057407158
6	7	1	20	0	0	3498.20057407158
2	9	0	74	0	0	3508.8855787877856
2	9	1	26	0	0	3508.8855787877856
14	6	0	71	0	0	3510.9123398577944
14	6	1	29	0	0	3510.9123398577944
7	14	0	84	0	0	3516.6649204114747
7	14	1	16	0	0	3516.6649204114747
7	5	0	69	0	0	3517.5704408225843
7	5	1	31	0	0	3517.5704408225843
11	7	0	79	0	0	3518.004252754078
11	7	1	21	0	0	3518.004252754078
8	11	0	82	0	0	3521.856809345937
8	11	1	18	0	0	3521.856809345937
7	4	0	77	0	0	3522.011833274669
7	4	1	23	0	0	3522.011833274669
7	1	0	78	0	0	3524.7446751263537
7	1	1	22	0	0	3524.7446751263537
6	5	0	83	0	0	3526.274734219487
6	5	1	17	0	0	3526.274734219487
11	1	0	83	0	0	3537.984780969373
11	1	1	17	0	0	3537.984780969373
8	7	0	82	0	0	3538.117664371317
8	7	1	18	0	0	3538.117664371317
4	7	0	79	0	0	3540.521692541713
4	7	1	21	0	0	3540.521692541713
14	12	0	81	0	0	3540.823671894782
14	12	1	19	0	0	3540.823671894782
14	3	0	86	0	0	3540.854934987972
14	3	1	14	0	0	3540.854934987972
2	4	0	79	0	0	3541.5430080773904
2	4	1	21	0	0	3541.5430080773904
8	4	0	77	0	0	3541.9017880321153
8	4	1	23	0	0	3541.9017880321153
5	9	0	78	0	0	3543.3499209731735
5	9	1	22	0	0	3543.3499209731735
11	2	0	76	0	0	3546.379671401291
11	2	1	24	0	0	3546.379671401291
13	5	0	80	0	0	3552.45893949304
13	5	1	20	0	0	3552.45893949304
12	9	0	84	0	0	3552.589534469338
12	9	1	16	0	0	3552.589534469338
13	10	0	76	0	0	3554.5489296270866
13	10	1	24	0	0	3554.5489296270866
3	13	0	76	0	0	3555.382663968873
3	13	1	24	0	0	3555.382663968873
8	13	0	80	0	0	3559.0248271397218
8	13	1	20	0	0	3559.0248271397218
13	2	0	83	0	0	3559.321260137432
13	2	1	17	0	0	3559.321260137432
10	11	0	80	0	0	3561.543805750581
10	11	1	20	0	0	3561.543805750581
6	12	0	86	0	0	3564.5090030360216
6	12	1	14	0	0	3564.5090030360216
5	2	0	75	0	0	3565.7563167955145
5	2	1	25	0	0	3565.7563167955145
6	2	0	81	0	0	3567.1575081621663
6	2	1	19	0	0	3567.1575081621663
1	6	0	78	0	0	3568.045911903853
1	6	1	22	0	0	3568.045911903853
2	12	0	76	0	0	3568.806816557736
2	12	1	24	0	0	3568.806816557736
12	10	0	83	0	0	3571.364928760439
12	10	1	17	0	0	3571.364928760439
11	9	0	89	0	0	3571.943578960684
11	9	1	11	0	0	3571.943578960684
3	4	0	79	0	0	3572.7809036023873
3	4	1	21	0	0	3572.7809036023873
9	7	0	84	0	0	3574.574036857437
9	7	1	16	0	0	3574.574036857437
5	7	0	74	0	0	3575.130598370871
5	7	1	26	0	0	3575.130598370871
3	8	0	81	0	0	3577.3733818066867
3	8	1	19	0	0	3577.3733818066867
7	6	0	75	0	0	3587.38004303413
7	6	1	25	0	0	3587.38004303413
14	8	0	79	0	0	3593.346369709875
14	8	1	21	0	0	3593.346369709875
4	10	0	75	0	0	3595.7882311623416
4	10	1	25	0	0	3595.7882311623416
13	4	0	84	0	0	3596.2034330990527
13	4	1	16	0	0	3596.2034330990527
1	10	0	80	0	0	3602.945291311241
1	10	1	20	0	0	3602.945291311241
1	11	0	74	0	0	3606.4845237082054
1	11	1	26	0	0	3606.4845237082054
9	8	0	76	0	0	3606.969989212051
9	8	1	24	0	0	3606.969989212051
9	11	0	81	0	0	3607.444334806817
9	11	1	19	0	0	3607.444334806817
7	11	0	73	0	0	3612.244060921108
7	11	1	27	0	0	3612.244060921108
1	12	0	74	0	0	3612.54365388311
1	12	1	26	0	0	3612.54365388311
4	1	0	87	0	0	3619.518659717005
4	1	1	13	0	0	3619.518659717005
14	1	0	71	0	0	3621.993217272796
14	1	1	29	0	0	3621.993217272796
1	5	0	85	0	0	3622.212140800535
1	5	1	15	0	0	3622.212140800535
10	8	0	87	0	0	3624.1737436845283
10	8	1	13	0	0	3624.1737436845283
9	14	0	76	0	0	3624.2046218325286
9	14	1	24	0	0	3624.2046218325286
13	11	0	87	0	0	3626.0200446209456
13	11	1	13	0	0	3626.0200446209456
4	14	0	77	0	0	3630.0775324326437
4	14	1	23	0	0	3630.0775324326437
5	14	0	81	0	0	3630.7674899913895
5	14	1	19	0	0	3630.7674899913895
3	7	0	76	0	0	3631.3636492210776
3	7	1	24	0	0	3631.3636492210776
3	14	0	69	0	0	3636.820184619302
3	14	1	31	0	0	3636.820184619302
12	8	0	76	0	0	3638.13652405965
12	8	1	24	0	0	3638.13652405965
3	5	0	80	0	0	3638.4333587971164
3	5	1	20	0	0	3638.4333587971164
1	9	0	81	0	0	3640.080320848386
1	9	1	19	0	0	3640.080320848386
2	8	0	77	0	0	3640.3416797692275
2	8	1	23	0	0	3640.3416797692275
9	5	0	78	0	0	3641.6217188538226
9	5	1	22	0	0	3641.6217188538226
9	2	0	80	0	0	3643.1533007804683
9	2	1	20	0	0	3643.1533007804683
14	10	0	86	0	0	3645.8096135827304
14	10	1	14	0	0	3645.8096135827304
11	5	0	85	0	0	3649.8455113283835
11	5	1	15	0	0	3649.8455113283835
6	9	0	80	0	0	3652.0584507594613
6	9	1	20	0	0	3652.0584507594613
10	14	0	83	0	0	3652.372755878811
10	14	1	17	0	0	3652.372755878811
6	10	0	81	0	0	3652.618106316427
6	10	1	19	0	0	3652.618106316427
7	3	0	86	0	0	3653.0573506482597
7	3	1	14	0	0	3653.0573506482597
5	3	0	82	0	0	3657.7360375775256
5	3	1	18	0	0	3657.7360375775256
10	5	0	78	0	0	3661.8393848411542
10	5	1	22	0	0	3661.8393848411542
9	4	0	84	0	0	3668.876040683044
9	4	1	16	0	0	3668.876040683044
13	8	0	86	0	0	3669.0057281821537
13	8	1	14	0	0	3669.0057281821537
14	4	0	77	0	0	3670.030394668713
14	4	1	23	0	0	3670.030394668713
4	6	0	76	0	0	3671.1722133135086
4	6	1	24	0	0	3671.1722133135086
11	4	0	71	0	0	3675.7867003118863
11	4	1	29	0	0	3675.7867003118863
10	3	0	81	0	0	3676.271977860539
10	3	1	19	0	0	3676.271977860539
2	7	0	82	0	0	3679.1889197846103
2	7	1	18	0	0	3679.1889197846103
13	6	0	87	0	0	3680.0877609406457
13	6	1	13	0	0	3680.0877609406457
10	2	0	77	0	0	3681.1880964299803
10	2	1	23	0	0	3681.1880964299803
14	11	0	78	0	0	3687.5981498540987
14	11	1	22	0	0	3687.5981498540987
2	10	0	84	0	0	3688.6701901884876
2	10	1	16	0	0	3688.6701901884876
1	2	0	83	0	0	3690.6771615219136
1	2	1	17	0	0	3690.6771615219136
2	5	0	77	0	0	3693.1636243077396
2	5	1	23	0	0	3693.1636243077396
7	9	0	79	0	0	3696.1399722281244
7	9	1	21	0	0	3696.1399722281244
3	10	0	73	0	0	3698.3073738150397
3	10	1	27	0	0	3698.3073738150397
10	13	0	71	0	0	3700.585568764617
10	13	1	29	0	0	3700.585568764617
8	2	0	83	0	0	3700.724313124613
8	2	1	17	0	0	3700.724313124613
12	4	0	79	0	0	3701.433952718024
12	4	1	21	0	0	3701.433952718024
11	3	0	78	0	0	3705.086778385153
11	3	1	22	0	0	3705.086778385153
5	4	0	83	0	0	3705.6058905012083
5	4	1	17	0	0	3705.6058905012083
1	8	0	82	0	0	3706.342376899838
1	8	1	18	0	0	3706.342376899838
9	12	0	75	0	0	3707.1986412197866
9	12	1	25	0	0	3707.1986412197866
14	5	0	71	0	0	3711.9979459760757
14	5	1	29	0	0	3711.9979459760757
7	10	0	81	0	0	3712.093512929847
7	10	1	19	0	0	3712.093512929847
4	5	0	83	0	0	3714.0736847963954
4	5	1	17	0	0	3714.0736847963954
3	2	0	76	0	0	3718.151642405436
3	2	1	24	0	0	3718.151642405436
8	9	0	81	0	0	3718.3341335237765
8	9	1	19	0	0	3718.3341335237765
3	9	0	82	0	0	3719.1123524983554
3	9	1	18	0	0	3719.1123524983554
6	8	0	76	0	0	3722.4268152030772
6	8	1	24	0	0	3722.4268152030772
8	6	0	76	0	0	3723.8772708477873
8	6	1	24	0	0	3723.8772708477873
14	13	0	87	0	0	3725.913223769867
14	13	1	13	0	0	3725.913223769867
7	2	0	78	0	0	3728.4246099198085
7	2	1	22	0	0	3728.4246099198085
9	13	0	76	0	0	3730.350841956245
9	13	1	24	0	0	3730.350841956245
13	1	0	90	0	0	3730.5482807067715
13	1	1	10	0	0	3730.5482807067715
6	14	0	75	0	0	3733.7408972584726
6	14	1	25	0	0	3733.7408972584726
7	13	0	82	0	0	3734.6524493303036
7	13	1	18	0	0	3734.6524493303036
2	1	0	82	0	0	3736.2175169673396
2	1	1	18	0	0	3736.2175169673396
10	9	0	72	0	0	3737.6045511171487
10	9	1	28	0	0	3737.6045511171487
13	3	0	85	0	0	3739.3133379174938
13	3	1	15	0	0	3739.3133379174938
12	1	0	85	0	0	3742.0168356117833
12	1	1	15	0	0	3742.0168356117833
8	12	0	76	0	0	3742.746372439921
8	12	1	24	0	0	3742.746372439921
4	12	0	74	0	0	3745.0282157348574
4	12	1	26	0	0	3745.0282157348574
8	10	0	81	0	0	3748.655038508915
8	10	1	19	0	0	3748.655038508915
9	6	0	76	0	0	3754.981203015167
9	6	1	24	0	0	3754.981203015167
7	8	0	80	0	0	3756.4640803594007
7	8	1	20	0	0	3756.4640803594007
12	5	0	79	0	0	3756.5019996291785
12	5	1	21	0	0	3756.5019996291785
1	13	0	80	0	0	3758.21432549997
1	13	1	20	0	0	3758.21432549997
11	14	0	88	0	0	3760.635073501801
11	14	1	12	0	0	3760.635073501801
12	11	0	85	0	0	3764.043757796724
12	11	1	15	0	0	3764.043757796724
4	9	0	79	0	0	3764.787125136178
4	9	1	21	0	0	3764.787125136178
2	14	0	85	0	0	3768.8600900956785
2	14	1	15	0	0	3768.8600900956785
4	11	0	77	0	0	3772.914662847992
4	11	1	23	0	0	3772.914662847992
5	6	0	79	0	0	3774.1058517079177
5	6	1	21	0	0	3774.1058517079177
2	11	0	76	0	0	3774.9153795329403
2	11	1	24	0	0	3774.9153795329403
8	5	0	85	0	0	3794.6459775347485
8	5	1	15	0	0	3794.6459775347485
11	13	0	78	0	0	3799.548848344244
11	13	1	22	0	0	3799.548848344244
8	3	0	72	0	0	3799.771613468796
8	3	1	28	0	0	3799.771613468796
13	12	0	80	0	0	3807.0720254059206
13	12	1	20	0	0	3807.0720254059206
7	12	0	75	0	0	3817.414669724821
7	12	1	25	0	0	3817.414669724821
9	10	0	74	0	0	3817.5355212138807
9	10	1	26	0	0	3817.5355212138807
6	4	0	81	0	0	3834.116037568269
6	4	1	19	0	0	3834.116037568269
10	6	0	84	0	0	3835.706935536402
10	6	1	16	0	0	3835.706935536402
5	11	0	85	0	0	3839.8851612844583
5	11	1	15	0	0	3839.8851612844583
14	7	0	70	0	0	3843.450852518998
14	7	1	30	0	0	3843.450852518998
12	2	0	81	0	0	3851.0094224703416
12	2	1	19	0	0	3851.0094224703416
8	1	0	82	0	0	3855.4958213152477
8	1	1	18	0	0	3855.4958213152477
12	6	0	82	0	0	3857.2910786670323
12	6	1	18	0	0	3857.2910786670323
4	3	0	74	0	0	3865.12796734995
4	3	1	26	0	0	3865.12796734995
11	10	0	77	0	0	3872.192361048985
11	10	1	23	0	0	3872.192361048985
6	3	0	72	0	0	3874.140757218399
6	3	1	28	0	0	3874.140757218399
1	7	0	78	0	0	3887.822118632843
1	7	1	22	0	0	3887.822118632843
10	1	0	82	0	0	3891.463997470454
10	1	1	18	0	0	3891.463997470454
3	11	0	76	0	0	3898.49820033504
3	11	1	24	0	0	3898.49820033504
8	14	0	82	0	0	3928.8558043111007
8	14	1	18	0	0	3928.8558043111007
5	13	0	80	0	0	3929.624372940521
5	13	1	20	0	0	3929.624372940521
9	1	0	85	0	0	3929.782268653291
9	1	1	15	0	0	3929.782268653291
9	3	0	79	0	0	3931.337862674741
9	3	1	21	0	0	3931.337862674741
4	8	0	76	0	0	3931.945464475155
4	8	1	24	0	0	3931.945464475155
11	12	0	85	0	0	3936.4299374339544
11	12	1	15	0	0	3936.4299374339544
4	13	0	83	0	0	3938.251631022916
4	13	1	17	0	0	3938.251631022916
14	9	0	86	0	0	3966.4173393471183
14	9	1	14	0	0	3966.4173393471183
12	13	0	81	0	0	3975.55937301554
12	13	1	19	0	0	3975.55937301554
