03-10-2015 13-33-06
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
7	2	0	80	0	0	1817.6656205229212
7	2	1	20	0	0	1817.6656205229212
1	8	0	81	0	0	1818.0032087719649
1	8	1	19	1	1	1818.0032087719649
10	13	0	78	0	0	1819.320392988573
10	13	1	22	2	2	1819.320392988573
4	12	0	78	0	0	1820.494566256353
4	12	1	22	0	0	1820.494566256353
12	11	0	84	0	0	1821.1380655928403
12	11	1	16	0	0	1821.1380655928403
12	4	0	82	0	0	1821.1866543308313
12	4	1	18	0	0	1821.1866543308313
10	6	0	80	0	0	1823.1921694270914
10	6	1	20	4	4	1823.1921694270914
8	12	0	82	0	0	1823.2586096387888
8	12	1	18	0	0	1823.2586096387888
3	2	0	81	0	0	1824.9187385092541
3	2	1	19	1	1	1824.9187385092541
8	9	0	79	0	0	1825.9350232014299
8	9	1	21	5	5	1825.9350232014299
13	1	0	81	0	0	1827.0529555314292
13	1	1	19	0	0	1827.0529555314292
9	13	0	80	0	0	1827.8728344671342
9	13	1	20	3	3	1827.8728344671342
6	4	0	89	0	0	1828.366595906886
6	4	1	11	1	1	1828.366595906886
9	6	0	79	0	0	1829.4397391891234
9	6	1	21	3	3	1829.4397391891234
8	5	0	82	0	0	1829.4884418181662
8	5	1	18	8	8	1829.4884418181662
10	2	0	77	0	0	1829.6333613014074
10	2	1	23	0	0	1829.6333613014074
2	11	0	88	0	0	1835.0643986557166
2	11	1	12	4	4	1835.0643986557166
14	9	0	72	0	0	1837.4133634987702
14	9	1	28	5	5	1837.4133634987702
5	13	0	81	0	0	1843.9161079668759
5	13	1	19	0	0	1843.9161079668759
12	1	0	84	0	0	1845.2023336874474
12	1	1	16	0	0	1845.2023336874474
8	3	0	75	0	0	1847.3726595748492
8	3	1	25	0	0	1847.3726595748492
7	8	0	79	0	0	1847.5733367943258
7	8	1	21	0	0	1847.5733367943258
9	3	0	84	0	0	1850.5947558037024
9	3	1	16	1	1	1850.5947558037024
7	13	0	78	0	0	1855.1768532555286
7	13	1	22	1	1	1855.1768532555286
8	1	0	80	0	0	1859.783894243212
8	1	1	20	0	0	1859.783894243212
3	10	0	79	0	0	1861.1324041024793
3	10	1	21	2	2	1861.1324041024793
13	12	0	80	0	0	1863.9330178535704
13	12	1	20	0	0	1863.9330178535704
4	9	0	81	0	0	1872.2232323263963
4	9	1	19	0	0	1872.2232323263963
8	14	0	75	0	0	1873.010113282437
8	14	1	25	0	0	1873.010113282437
6	3	0	82	0	0	1873.5561541246707
6	3	1	18	0	0	1873.5561541246707
11	10	0	82	0	0	1878.8253583232802
11	10	1	18	0	0	1878.8253583232802
12	2	0	85	0	0	1888.300548847074
12	2	1	15	0	0	1888.300548847074
4	3	0	86	0	0	1902.705348797464
4	3	1	14	0	0	1902.705348797464
11	12	0	76	0	0	1907.1440065421855
11	12	1	24	0	0	1907.1440065421855
3	11	0	79	0	0	1908.1679901867672
3	11	1	21	2	2	1908.1679901867672
7	12	0	84	0	0	1915.6873629463669
7	12	1	16	0	0	1915.6873629463669
10	1	0	80	0	0	1916.0417304125103
10	1	1	20	1	1	1916.0417304125103
12	13	0	81	0	0	1922.7661500149768
12	13	1	19	1	1	1922.7661500149768
5	10	0	76	0	0	1937.0402899663632
5	10	1	24	0	0	1937.0402899663632
4	8	0	78	0	0	1941.683861883173
4	8	1	22	0	0	1941.683861883173
4	13	0	80	0	0	1943.5434156273081
4	13	1	20	6	6	1943.5434156273081
9	1	0	78	0	0	1946.98912829007
9	1	1	22	2	2	1946.98912829007
1	7	0	80	0	0	1947.8026187985827
1	7	1	20	0	0	1947.8026187985827
14	2	0	83	0	0	1964.1713037344157
14	2	1	17	0	0	1964.1713037344157
6	13	0	84	0	0	1969.088052117515
6	13	1	16	0	0	1969.088052117515
6	1	0	84	0	0	1990.1471519029153
6	1	1	16	0	0	1990.1471519029153
1	3	0	80	0	0	1997.676389134043
1	3	1	20	0	0	1997.676389134043
6	11	0	77	0	0	2005.742240922059
6	11	1	23	2	2	2005.742240922059
5	1	0	76	0	0	2020.574504008827
5	1	1	24	1	1	2020.574504008827
12	3	0	84	0	0	2023.9339535124564
12	3	1	16	0	0	2023.9339535124564
1	4	0	83	0	0	2025.1265837555145
1	4	1	17	2	2	2025.1265837555145
13	14	0	80	0	0	2028.1611576574273
13	14	1	20	0	0	2028.1611576574273
3	12	0	80	0	0	2039.6331088107547
3	12	1	20	0	0	2039.6331088107547
2	13	0	79	0	0	2049.3904974856823
2	13	1	21	0	0	2049.3904974856823
3	6	0	83	0	0	2052.1034521583124
3	6	1	17	0	0	2052.1034521583124
2	3	0	72	0	0	2054.2715667957077
2	3	1	28	0	0	2054.2715667957077
11	6	0	77	0	0	2063.887520631033
11	6	1	23	1	1	2063.887520631033
13	7	0	85	0	0	2066.100238909383
13	7	1	15	1	1	2066.100238909383
11	8	0	80	0	0	2070.0678141399003
11	8	1	20	2	2	2070.0678141399003
12	14	0	79	0	0	2072.7743217266043
12	14	1	21	0	0	2072.7743217266043
10	12	0	82	0	0	2074.286240166428
10	12	1	18	0	0	2074.286240166428
10	4	0	77	0	0	2076.182455779903
10	4	1	23	0	0	2076.182455779903
10	7	0	91	0	0	2077.399971244244
10	7	1	9	0	0	2077.399971244244
13	9	0	82	0	0	2081.5562910676163
13	9	1	18	1	1	2081.5562910676163
2	6	0	83	0	0	2085.308488246363
2	6	1	17	0	0	2085.308488246363
5	12	0	78	0	0	2092.4274817568253
5	12	1	22	0	0	2092.4274817568253
12	7	0	81	0	0	2094.120996786759
12	7	1	19	0	0	2094.120996786759
5	8	0	81	0	0	2096.4569029199106
5	8	1	19	1	1	2096.4569029199106
1	14	0	84	0	0	2096.71681200416
1	14	1	16	0	0	2096.71681200416
4	2	0	80	0	0	2098.209389418921
4	2	1	20	0	0	2098.209389418921
3	1	0	80	0	0	2098.5778595086754
3	1	1	20	0	0	2098.5778595086754
6	7	0	80	0	0	2098.9172884051986
6	7	1	20	3	3	2098.9172884051986
2	9	0	74	0	0	2105.3282819004644
2	9	1	26	1	1	2105.3282819004644
14	6	0	71	0	0	2106.544336771892
14	6	1	29	0	0	2106.544336771892
7	14	0	84	0	0	2109.995880078628
7	14	1	16	1	1	2109.995880078628
7	5	0	69	0	0	2110.5391915342284
7	5	1	31	0	0	2110.5391915342284
11	7	0	79	0	0	2110.7994783141603
11	7	1	21	4	4	2110.7994783141603
8	11	0	82	0	0	2113.111008903654
8	11	1	18	1	1	2113.111008903654
7	4	0	77	0	0	2113.204023125467
7	4	1	23	0	0	2113.204023125467
7	1	0	78	0	0	2114.8437258490594
7	1	1	22	2	2	2114.8437258490594
6	5	0	83	0	0	2115.76175996828
6	5	1	17	2	2	2115.76175996828
11	1	0	83	0	0	2122.787777788292
11	1	1	17	4	4	2122.787777788292
8	7	0	82	0	0	2122.8675077133535
8	7	1	18	2	2	2122.8675077133535
4	7	0	79	0	0	2124.3099225154383
4	7	1	21	1	1	2124.3099225154383
14	12	0	81	0	0	2124.49110986346
14	12	1	19	0	0	2124.49110986346
14	3	0	86	0	0	2124.5098676920625
14	3	1	14	0	0	2124.5098676920625
2	4	0	79	0	0	2124.9227109446088
2	4	1	21	1	1	2124.9227109446088
8	4	0	77	0	0	2125.137978604012
8	4	1	23	0	0	2125.137978604012
5	9	0	78	0	0	2126.0068571035436
5	9	1	22	0	0	2126.0068571035436
11	2	0	76	0	0	2127.824704713643
11	2	1	24	6	6	2127.824704713643
13	5	0	80	0	0	2131.472260257808
13	5	1	20	0	0	2131.472260257808
12	9	0	84	0	0	2131.5506171295133
12	9	1	16	1	1	2131.5506171295133
13	10	0	76	0	0	2132.7262525124147
13	10	1	24	0	0	2132.7262525124147
3	13	0	76	0	0	2133.2264923891385
3	13	1	24	0	0	2133.2264923891385
8	13	0	80	0	0	2135.4117871098406
8	13	1	20	0	0	2135.4117871098406
13	2	0	83	0	0	2135.5896466495
13	2	1	17	0	0	2135.5896466495
10	11	0	80	0	0	2136.923172075774
10	11	1	20	0	0	2136.923172075774
6	12	0	86	0	0	2138.7022878566354
6	12	1	14	2	2	2138.7022878566354
5	2	0	75	0	0	2139.4506750226587
5	2	1	25	0	0	2139.4506750226587
6	2	0	81	0	0	2140.2913886185806
6	2	1	19	0	0	2140.2913886185806
1	6	0	78	0	0	2140.8244300874876
1	6	1	22	0	0	2140.8244300874876
2	12	0	76	0	0	2141.280972215076
2	12	1	24	1	1	2141.280972215076
12	10	0	83	0	0	2142.8158373019373
12	10	1	17	0	0	2142.8158373019373
11	9	0	89	0	0	2143.1630269165785
11	9	1	11	0	0	2143.1630269165785
3	4	0	79	0	0	2143.665420970097
3	4	1	21	0	0	2143.665420970097
9	7	0	84	0	0	2144.7412993566345
9	7	1	16	0	0	2144.7412993566345
5	7	0	74	0	0	2145.075235778474
5	7	1	26	2	2	2145.075235778474
3	8	0	81	0	0	2146.420903880675
3	8	1	19	0	0	2146.420903880675
7	6	0	75	0	0	2152.4248918752946
7	6	1	25	9	9	2152.4248918752946
14	8	0	79	0	0	2156.004682668544
14	8	1	21	1	1	2156.004682668544
4	10	0	75	0	0	2157.4697974068145
4	10	1	25	0	0	2157.4697974068145
13	4	0	84	0	0	2157.718918206103
13	4	1	16	3	3	2157.718918206103
1	10	0	80	0	0	2161.7640272437247
1	10	1	20	0	0	2161.7640272437247
1	11	0	74	0	0	2163.88756359002
1	11	1	26	4	4	2163.88756359002
9	8	0	76	0	0	2164.1788424682086
9	8	1	24	5	5	2164.1788424682086
9	11	0	81	0	0	2164.4634494106785
9	11	1	19	0	0	2164.4634494106785
7	11	0	73	0	0	2167.3432808862067
7	11	1	27	0	0	2167.3432808862067
1	12	0	74	0	0	2167.5230364016893
1	12	1	26	0	0	2167.5230364016893
4	1	0	87	0	0	2171.708033808645
4	1	1	13	0	0	2171.708033808645
14	1	0	71	0	0	2173.1927661803306
14	1	1	29	0	0	2173.1927661803306
1	5	0	85	0	0	2173.3241201057267
1	5	1	15	0	0	2173.3241201057267
10	8	0	87	0	0	2174.501080122453
10	8	1	13	2	2	2174.501080122453
9	14	0	76	0	0	2174.5196069842714
9	14	1	24	7	7	2174.5196069842714
13	11	0	87	0	0	2175.6088590713653
13	11	1	13	1	1	2175.6088590713653
4	14	0	77	0	0	2178.0433482137664
4	14	1	23	0	0	2178.0433482137664
5	14	0	81	0	0	2178.4573221462424
5	14	1	19	3	3	2178.4573221462424
3	7	0	76	0	0	2178.8150171632624
3	7	1	24	0	0	2178.8150171632624
3	14	0	69	0	0	2182.088933635352
3	14	1	31	0	0	2182.088933635352
12	8	0	76	0	0	2182.8787361496125
12	8	1	24	0	0	2182.8787361496125
3	5	0	80	0	0	2183.0568367327674
3	5	1	20	0	0	2183.0568367327674
1	9	0	81	0	0	2184.0450125247476
1	9	1	19	0	0	2184.0450125247476
2	8	0	77	0	0	2184.201827648915
2	8	1	23	4	4	2184.201827648915
9	5	0	78	0	0	2184.9698499814235
9	5	1	22	0	0	2184.9698499814235
9	2	0	80	0	0	2185.888797799417
9	2	1	20	1	1	2185.888797799417
14	10	0	86	0	0	2187.482583160223
14	10	1	14	0	0	2187.482583160223
11	5	0	85	0	0	2189.9041182818537
11	5	1	15	0	0	2189.9041182818537
6	9	0	80	0	0	2191.2318800072553
6	9	1	20	4	4	2191.2318800072553
10	14	0	83	0	0	2191.420462804287
10	14	1	17	1	1	2191.420462804287
6	10	0	81	0	0	2191.567672852518
6	10	1	19	1	1	2191.567672852518
7	3	0	86	0	0	2191.831219067893
7	3	1	14	1	1	2191.831219067893
5	3	0	82	0	0	2194.6384271381266
5	3	1	18	0	0	2194.6384271381266
10	5	0	78	0	0	2197.10043191162
10	5	1	22	0	0	2197.10043191162
9	4	0	84	0	0	2201.3224192695066
9	4	1	16	0	0	2201.3224192695066
13	8	0	86	0	0	2201.4002316556735
13	8	1	14	0	0	2201.4002316556735
14	4	0	77	0	0	2202.015030652471
14	4	1	23	0	0	2202.015030652471
4	6	0	76	0	0	2202.700120841858
4	6	1	24	8	8	2202.700120841858
11	4	0	71	0	0	2205.4688090096593
11	4	1	29	0	0	2205.4688090096593
10	3	0	81	0	0	2205.7599751148973
10	3	1	19	0	0	2205.7599751148973
2	7	0	82	0	0	2207.5101377210885
2	7	1	18	1	1	2207.5101377210885
13	6	0	87	0	0	2208.0494416294737
13	6	1	13	0	0	2208.0494416294737
10	2	0	77	0	0	2208.709641961827
10	2	1	23	0	0	2208.709641961827
14	11	0	78	0	0	2212.555668416461
14	11	1	22	5	5	2212.555668416461
2	10	0	84	0	0	2213.198891680551
2	10	1	16	0	0	2213.198891680551
1	2	0	83	0	0	2214.403072727325
1	2	1	17	0	0	2214.403072727325
2	5	0	77	0	0	2215.8949482266257
2	5	1	23	0	0	2215.8949482266257
7	9	0	79	0	0	2217.680754378714
7	9	1	21	0	0	2217.680754378714
3	10	0	73	0	0	2218.9811934374156
3	10	1	27	2	2	2218.9811934374156
10	13	0	71	0	0	2220.348108416923
10	13	1	29	0	0	2220.348108416923
8	2	0	83	0	0	2220.431354911709
8	2	1	17	0	0	2220.431354911709
12	4	0	79	0	0	2220.8571380478243
12	4	1	21	0	0	2220.8571380478243
11	3	0	78	0	0	2223.04883025699
11	3	1	22	2	2	2223.04883025699
5	4	0	83	0	0	2223.360297073099
5	4	1	17	0	0	2223.360297073099
1	8	0	82	0	0	2223.8021882689027
1	8	1	18	0	0	2223.8021882689027
9	12	0	75	0	0	2224.3159461128225
9	12	1	25	0	0	2224.3159461128225
14	5	0	71	0	0	2227.1955247739165
14	5	1	29	3	3	2227.1955247739165
7	10	0	81	0	0	2227.2528648626903
7	10	1	19	0	0	2227.2528648626903
4	5	0	83	0	0	2228.4409662527437
4	5	1	17	0	0	2228.4409662527437
3	2	0	76	0	0	2230.887737255646
3	2	1	24	0	0	2230.887737255646
8	9	0	81	0	0	2230.9972317672205
8	9	1	19	4	4	2230.9972317672205
3	9	0	82	0	0	2231.4641624721185
3	9	1	18	2	2	2231.4641624721185
6	8	0	76	0	0	2233.4528371994247
6	8	1	24	0	0	2233.4528371994247
8	6	0	76	0	0	2234.3231093191266
8	6	1	24	0	0	2234.3231093191266
14	13	0	87	0	0	2235.5446792937655
14	13	1	13	0	0	2235.5446792937655
7	2	0	78	0	0	2237.051508789775
7	2	1	22	2	2	2237.051508789775
9	13	0	76	0	0	2238.2072463288687
9	13	1	24	1	1	2238.2072463288687
13	1	0	90	0	0	2238.3257094067
13	1	1	10	0	0	2238.3257094067
6	14	0	75	0	0	2240.2412765486474
6	14	1	25	0	0	2240.2412765486474
7	13	0	82	0	0	2240.788206995414
7	13	1	18	0	0	2240.788206995414
2	1	0	82	0	0	2241.7272462103847
2	1	1	18	0	0	2241.7272462103847
10	9	0	72	0	0	2242.5594654885535
10	9	1	28	0	0	2242.5594654885535
13	3	0	85	0	0	2243.5847360759544
13	3	1	15	0	0	2243.5847360759544
12	1	0	85	0	0	2245.2068323307576
12	1	1	15	0	0	2245.2068323307576
8	12	0	76	0	0	2245.6445537903064
8	12	1	24	0	0	2245.6445537903064
4	12	0	74	0	0	2247.0136577738576
4	12	1	26	0	0	2247.0136577738576
8	10	0	81	0	0	2249.1897482698764
8	10	1	19	1	1	2249.1897482698764
9	6	0	76	0	0	2252.9854414470697
9	6	1	24	3	3	2252.9854414470697
7	8	0	80	0	0	2253.8751665581713
7	8	1	20	1	1	2253.8751665581713
12	5	0	79	0	0	2253.897918086915
12	5	1	21	0	0	2253.897918086915
1	13	0	80	0	0	2254.925312113502
1	13	1	20	0	0	2254.925312113502
11	14	0	88	0	0	2256.3777587998334
11	14	1	12	2	2	2256.3777587998334
12	11	0	85	0	0	2258.4229663989413
12	11	1	15	0	0	2258.4229663989413
4	9	0	79	0	0	2258.8689861532134
4	9	1	21	0	0	2258.8689861532134
2	14	0	85	0	0	2261.312761570745
2	14	1	15	0	0	2261.312761570745
4	11	0	77	0	0	2263.745501680062
4	11	1	23	0	0	2263.745501680062
5	6	0	79	0	0	2264.4602139553667
5	6	1	21	0	0	2264.4602139553667
2	11	0	76	0	0	2264.945929943184
2	11	1	24	4	4	2264.945929943184
8	5	0	85	0	0	2276.7842715075662
8	5	1	15	1	1	2276.7842715075662
11	13	0	78	0	0	2279.7259897101158
11	13	1	22	3	3	2279.7259897101158
8	3	0	72	0	0	2279.8596485902244
8	3	1	28	0	0	2279.8596485902244
13	12	0	80	0	0	2284.239889374833
13	12	1	20	0	0	2284.239889374833
7	12	0	75	0	0	2290.4454669308197
7	12	1	25	0	0	2290.4454669308197
9	10	0	74	0	0	2290.517977718673
9	10	1	26	0	0	2290.517977718673
6	4	0	81	1	1	2300.4662730465257
6	4	1	19	4	4	2300.4662730465257
10	6	0	84	0	0	2301.420810437594
10	6	1	16	1	1	2301.420810437594
5	11	0	85	0	0	2303.9277422363025
5	11	1	15	0	0	2303.9277422363025
14	7	0	70	0	0	2306.067153862043
14	7	1	30	1	1	2306.067153862043
12	2	0	81	0	0	2310.602289229667
12	2	1	19	0	0	2310.602289229667
8	1	0	82	0	0	2313.2941246172722
8	1	1	18	0	0	2313.2941246172722
12	6	0	82	0	0	2314.3712774600094
12	6	1	18	0	0	2314.3712774600094
4	3	0	74	0	0	2319.0734038234355
4	3	1	26	0	0	2319.0734038234355
11	10	0	77	0	0	2323.312033871385
11	10	1	23	0	0	2323.312033871385
6	3	0	72	0	0	2324.4810698708984
6	3	1	28	0	0	2324.4810698708984
1	7	0	78	0	0	2332.6898747674977
1	7	1	22	0	0	2332.6898747674977
10	1	0	82	0	0	2334.8749988885015
10	1	1	18	1	1	2334.8749988885015
3	11	0	76	0	0	2339.0955144621526
3	11	1	24	3	3	2339.0955144621526
8	14	0	82	0	0	2357.310050327299
8	14	1	18	1	1	2357.310050327299
5	13	0	80	0	0	2357.771190833513
5	13	1	20	0	0	2357.771190833513
9	1	0	85	0	0	2357.865928123253
9	1	1	15	1	1	2357.865928123253
9	3	0	79	0	0	2358.7992831771517
9	3	1	21	1	1	2358.7992831771517
4	8	0	76	0	0	2359.163843726606
4	8	1	24	0	0	2359.163843726606
11	12	0	85	0	0	2361.8545235842425
11	12	1	15	0	0	2361.8545235842425
4	13	0	83	0	0	2362.9475381461784
4	13	1	17	0	0	2362.9475381461784
14	9	0	86	0	0	2379.8469385350495
14	9	1	14	1	1	2379.8469385350495
12	13	0	81	0	0	2385.332150749603
12	13	1	19	0	0	2385.332150749603
