03-10-2015 16-21-05
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
7	2	1	20	4	4	1514.7180422810256
1	8	0	81	0	0	1514.9993652074877
1	8	1	19	5	5	1514.9993652074877
10	13	0	78	0	0	1516.0970163240574
10	13	1	22	2	2	1516.0970163240574
4	12	0	78	0	0	1517.0754919102005
4	12	1	22	0	0	1517.0754919102005
12	11	0	84	0	0	1517.611740186109
12	11	1	16	0	0	1517.611740186109
12	4	0	82	0	0	1517.65223071267
12	4	1	18	0	0	1517.65223071267
10	6	0	80	0	0	1519.3234896428496
10	6	1	20	3	3	1519.3234896428496
8	12	0	82	0	0	1519.3788563650069
8	12	1	18	0	0	1519.3788563650069
3	2	0	81	0	0	1520.7622940689484
3	2	1	19	0	0	1520.7622940689484
8	9	0	79	1	1	1521.6091961294635
8	9	1	21	12	12	1521.6091961294635
13	1	0	81	0	0	1522.5408043698176
13	1	1	19	0	0	1522.5408043698176
9	13	0	80	0	0	1523.2240353240527
9	13	1	20	4	4	1523.2240353240527
6	4	0	89	0	0	1523.635502291875
6	4	1	11	4	4	1523.635502291875
9	6	0	79	0	0	1524.5297864072743
9	6	1	21	3	3	1524.5297864072743
8	5	0	82	1	1	1524.5703718428485
8	5	1	18	9	9	1524.5703718428485
10	2	0	77	0	0	1524.6911378151322
10	2	1	23	2	2	1524.6911378151322
2	11	0	88	0	0	1529.2169923925599
2	11	1	12	2	2	1529.2169923925599
14	9	0	72	0	0	1531.1744588199751
14	9	1	28	9	9	1531.1744588199751
5	13	0	81	0	0	1536.5934007083983
5	13	1	19	1	1	1536.5934007083983
12	1	0	84	0	0	1537.665253134603
12	1	1	16	0	0	1537.665253134603
8	3	0	75	0	0	1539.473854090776
8	3	1	25	0	0	1539.473854090776
7	8	0	79	0	0	1539.6410847417656
7	8	1	21	6	6	1539.6410847417656
9	3	0	84	0	0	1542.1589284172549
9	3	1	16	2	2	1542.1589284172549
7	13	0	78	0	0	1545.977334621021
7	13	1	22	3	3	1545.977334621021
8	1	0	80	0	0	1549.8165270592751
8	1	1	20	1	1	1549.8165270592751
3	10	0	79	0	0	1550.9402828210332
3	10	1	21	7	7	1550.9402828210332
13	12	0	80	0	0	1553.274122516487
13	12	1	20	0	0	1553.274122516487
4	9	0	81	0	0	1560.1826194889695
4	9	1	19	0	0	1560.1826194889695
8	14	0	75	0	0	1560.8383521868864
8	14	1	25	1	1	1560.8383521868864
6	3	0	82	0	0	1561.293385228283
6	3	1	18	0	0	1561.293385228283
11	10	0	82	0	0	1565.684379137152
11	10	1	18	0	0	1565.684379137152
12	2	0	85	0	0	1573.5803539954618
12	2	1	15	0	0	1573.5803539954618
4	3	0	86	0	0	1585.584327737351
4	3	1	14	1	1	1585.584327737351
11	12	0	76	0	0	1589.283201112915
11	12	1	24	0	0	1589.283201112915
3	11	0	79	1	1	1590.136518953086
3	11	1	21	10	10	1590.136518953086
7	12	0	84	0	0	1596.4026492341507
7	12	1	16	1	1	1596.4026492341507
10	1	0	80	0	0	1596.6979548109946
10	1	1	20	2	2	1596.6979548109946
12	13	0	81	0	0	1602.3016255745897
12	13	1	19	3	3	1602.3016255745897
